-15.000000    0.000000
-14.750000    0.000000
-14.500000    0.000000
-14.250000    0.000000
-14.000000    0.000000
-13.750000    0.000000
-13.500000    0.000000
-13.250000    0.000000
-13.000000    0.000000
-12.750000    0.000000
-12.500000    0.000000
-12.250000    0.000000
-12.000000    0.000000
-11.750000    0.000000
-11.500000    0.000000
-11.250000    0.000000
-11.000000    0.000000
-10.750000    0.000000
-10.500000    0.000000
-10.250000    0.000000
-10.000000    0.000000
-9.750000     0.000000
-9.500000     0.000000
-9.250000     0.000000
-9.000000     0.000000
-8.750000     0.000000
-8.500000     0.000000
-8.250000     0.000000
-8.000000     0.000000
-7.750000     0.000000
-7.500000     0.000000
-7.250000     0.000000
-7.000000     0.000000
-6.750000     0.000000
-6.500000     0.000000
-6.250000     0.000000
-6.000000     0.000000
-5.750000     0.000000
-5.500000     0.000000
-5.250000     0.000000
-5.000000     0.000000
-4.750000     0.000000
-4.500000     0.000000
-4.250000     0.000000
-4.000000     0.000000
-3.750000     0.000000
-3.500000     0.000000
-3.250000     0.000000
-3.000000     0.000000
-2.750000     0.000000
-2.500000     0.000001
-2.250000     0.000003
-2.000000     0.000009
-1.750000     0.000029
-1.500000     0.000088
-1.250000     0.000260
-1.000000     0.000741
-0.750000     0.002046
-0.500000     0.005478
-0.250000     0.014215
0.000000      0.035754
0.250000      0.087158
0.500000      0.205927
0.750000      0.471565
1.000000      1.046624
1.250000      2.251448
1.500000      4.694123
1.750000      9.485686
2.000000      18.578239
2.250000      35.266467
2.500000      64.884499
2.750000      115.702180
3.000000      199.969481
3.250000      334.971213
3.500000      543.842124
3.750000      855.775384
4.000000      1305.173739
4.250000      1929.294177
4.500000      2764.077209
4.750000      3838.163548
5.000000      5165.571447
5.250000      6738.059768
5.500000      8518.692367
5.750000      10438.367933
6.000000      12396.921655
6.250000      14269.761096
6.500000      15919.929409
6.750000      17214.212629
7.000000      18040.757890
7.250000      18325.000000
7.500000      18040.757890
7.750000      17214.212629
8.000000      15919.929409
8.250000      14269.761096
8.500000      12396.921655
8.750000      10438.367933
9.000000      8518.692367
9.250000      6738.059768
9.500000      5165.571447
9.750000      3838.163548
10.000000     2764.077209
10.250000     1929.294177
10.500000     1305.173739
10.750000     855.775384
11.000000     543.842124
11.250000     334.971213
11.500000     199.969481
11.750000     115.702180
12.000000     64.884499
12.250000     35.266467
12.500000     18.578239
12.750000     9.485686
13.000000     4.694123
13.250000     2.251448
13.500000     1.046624
13.750000     0.471565
14.000000     0.205927
14.250000     0.087158
14.500000     0.035754
14.750000     0.014215
15.000000     0.005478
15.250000     0.002046
15.500000     0.000741
15.750000     0.000260
16.000000     0.000088
16.250000     0.000029
16.500000     0.000009
16.750000     0.000003
17.000000     0.000001
17.250000     0.000000
17.500000     0.000000
17.750000     0.000000
18.000000     0.000000
18.250000     0.000000
18.500000     0.000000
18.750000     0.000000
19.000000     0.000000
19.250000     0.000000
19.500000     0.000000
19.750000     0.000000
20.000000     0.000000
20.250000     0.000000
20.500000     0.000000
20.750000     0.000000
21.000000     0.000000
21.250000     0.000000
21.500000     0.000000
21.750000     0.000000
22.000000     0.000000
22.250000     0.000000
22.500000     0.000000
22.750000     0.000000
23.000000     0.000000
23.250000     0.000000
23.500000     0.000000
23.750000     0.000000
24.000000     0.000000
24.250000     0.000000
24.500000     0.000000
24.750000     0.000000
25.000000     0.000000
25.250000     0.000000
25.500000     0.000000
25.750000     0.000000
26.000000     0.000000
26.250000     0.000000
26.500000     0.000000
26.750000     0.000000
27.000000     0.000000
27.250000     0.000000
27.500000     0.000000
27.750000     0.000000
28.000000     0.000000
28.250000     0.000000
28.500000     0.000000
28.750000     0.000000
29.000000     0.000000
29.250000     0.000000
29.500000     0.000000
29.750000     0.000000
30.000000     0.000000
