8950  0
8951  0
8952  0
8953  0
8954  0
8955  0
8956  0
8957  0
8958  0
8959  0
8960  0
8961  0
8962  0
8963  0
8964  0
8965  0
8966  0
8967  0
8968  0
8969  0
8970  0
8971  0
8972  0
8973  0
8974  0
8975  0
8976  0
8977  0
8978  0
8979  0
8980  0
8981  0
8982  0
8983  0
8984  0
8985  0
8986  0
8987  0
8988  0
8989  0
8990  0
8991  0
8992  0
8993  0
8994  0
8995  0
8996  0
8997  0
8998  0
8999  0
9000  0
9001  0
9002  0
9003  0
9004  0
9005  0
9006  0
9007  0
9008  0
9009  0
9010  0
9011  0
9012  0
9013  0
9014  0
9015  0
9016  0
9017  0
9018  0
9019  0
9020  0
9021  0
9022  0
9023  0
9024  0
9025  0
9026  0
9027  0
9028  0
9029  0
9030  0
9031  0
9032  0
9033  0
9034  0
9035  0
9036  0
9037  0
9038  0
9039  0
9040  0
9041  0
9042  0
9043  0
9044  0
9045  0
9046  0
9047  0
9048  0
9049  0
9050  0
